Phone timestamp;sensor timestamp [ns];X [mg];Y [mg];Z [mg]
2026-06-10T22:00:37.538;599628037538461000;31;44;1020
2026-06-10T22:00:37.576;599628037576922600;30;37;1017
2026-06-10T22:00:37.615;599628037615384200;32;35;1011
2026-06-10T22:00:37.653;599628037653845800;34;35;1015
2026-06-10T22:00:37.692;599628037692307200;26;44;1012
2026-06-10T22:00:37.730;599628037730768800;32;39;1010
2026-06-10T22:00:37.769;599628037769230300;27;43;1010
2026-06-10T22:00:37.807;599628037807691900;24;44;1008
2026-06-10T22:00:37.846;599628037846153300;32;39;1008
2026-06-10T22:00:37.884;599628037884614900;26;37;1008
2026-06-10T22:00:37.923;599628037923076500;26;35;1005
2026-06-10T22:00:37.961;599628037961538000;33;34;1004
2026-06-10T22:00:38.000;599628037999999500;32;35;999
2026-06-10T22:00:38.038;599628038038461000;25;35;1000
2026-06-10T22:00:38.076;599628038076922600;26;37;998
2026-06-10T22:00:38.115;599628038115384200;33;45;991
2026-06-10T22:00:38.153;599628038153845800;33;42;994
2026-06-10T22:00:38.192;599628038192307200;31;39;989
2026-06-10T22:00:38.230;599628038230768800;36;45;993
2026-06-10T22:00:38.269;599628038269230300;24;36;996
2026-06-10T22:00:38.307;599628038307691900;26;43;987
2026-06-10T22:00:38.346;599628038346153300;31;43;987
2026-06-10T22:00:38.384;599628038384614900;33;42;992
2026-06-10T22:00:38.423;599628038423076500;35;43;986
2026-06-10T22:00:38.461;599628038461538000;35;42;989
2026-06-10T22:00:38.500;599628038499999500;32;36;988
2026-06-10T22:00:38.538;599628038538461000;34;40;981
2026-06-10T22:00:38.576;599628038576922600;26;45;987
2026-06-10T22:00:38.615;599628038615384200;33;43;984
2026-06-10T22:00:38.653;599628038653845600;35;34;977
2026-06-10T22:00:38.692;599628038692307200;24;43;983
2026-06-10T22:00:38.730;599628038730768800;28;43;976
2026-06-10T22:00:38.769;599628038769230300;25;41;975
2026-06-10T22:00:38.807;599628038807691900;25;46;981
2026-06-10T22:00:38.846;599628038846153300;28;44;983
2026-06-10T22:00:38.884;599628038884614900;29;41;981
2026-06-10T22:00:38.923;599628038923076500;28;44;977
2026-06-10T22:00:38.961;599628038961538000;27;44;982
2026-06-10T22:00:39.000;599628038999999500;30;40;974
2026-06-10T22:00:39.038;599628039038461000;24;40;973
2026-06-10T22:00:39.076;599628039076922600;27;38;981
2026-06-10T22:00:39.115;599628039115384200;29;37;979
2026-06-10T22:00:39.153;599628039153845600;28;46;974
2026-06-10T22:00:39.192;599628039192307200;30;39;974
2026-06-10T22:00:39.230;599628039230768800;27;39;977
2026-06-10T22:00:39.269;599628039269230300;36;36;977
2026-06-10T22:00:39.307;599628039307691800;31;44;977
2026-06-10T22:00:39.346;599628039346153300;31;44;979
2026-06-10T22:00:39.384;599628039384614900;25;42;982
2026-06-10T22:00:39.423;599628039423076500;32;40;983
2026-06-10T22:00:39.461;599628039461538000;29;38;982
2026-06-10T22:00:39.500;599628039499999500;31;45;988
2026-06-10T22:00:39.538;599628039538461000;28;38;982
2026-06-10T22:00:39.576;599628039576922600;31;36;983
2026-06-10T22:00:39.615;599628039615384200;25;45;988
2026-06-10T22:00:39.653;599628039653845600;28;34;993
2026-06-10T22:00:39.692;599628039692307200;31;36;986
2026-06-10T22:00:39.730;599628039730768800;27;40;988
2026-06-10T22:00:39.769;599628039769230300;29;38;994
2026-06-10T22:00:39.807;599628039807691800;27;46;998
2026-06-10T22:00:39.846;599628039846153300;26;44;991
2026-06-10T22:00:39.884;599628039884614900;36;35;1000
2026-06-10T22:00:39.923;599628039923076500;32;43;998
2026-06-10T22:00:39.961;599628039961537900;26;45;997
2026-06-10T22:00:40.000;599628039999999500;35;38;996
2026-06-10T22:00:40.038;599628040038461000;28;46;1003
2026-06-10T22:00:40.076;599628040076922600;24;45;1007
2026-06-10T22:00:40.115;599628040115384200;25;36;1004
2026-06-10T22:00:40.153;599628040153845600;30;36;1002
2026-06-10T22:00:40.192;599628040192307200;34;39;1008
2026-06-10T22:00:40.230;599628040230768800;32;42;1009
2026-06-10T22:00:40.269;599628040269230300;35;40;1014
2026-06-10T22:00:40.307;599628040307691800;33;41;1014
2026-06-10T22:00:40.346;599628040346153300;27;44;1015
2026-06-10T22:00:40.384;599628040384614900;25;36;1009
2026-06-10T22:00:40.423;599628040423076500;32;41;1014
2026-06-10T22:00:40.461;599628040461537900;29;44;1010
2026-06-10T22:00:40.500;599628040499999500;29;43;1012
2026-06-10T22:00:40.538;599628040538461000;26;41;1013
2026-06-10T22:00:40.576;599628040576922600;35;46;1019
2026-06-10T22:00:40.615;599628040615384000;32;39;1021
2026-06-10T22:00:40.653;599628040653845600;26;42;1019
2026-06-10T22:00:40.692;599628040692307200;35;41;1019
2026-06-10T22:00:40.730;599628040730768800;33;42;1017
2026-06-10T22:00:40.769;599628040769230300;26;35;1017
2026-06-10T22:00:40.807;599628040807691800;27;35;1019
2026-06-10T22:00:40.846;599628040846153300;31;38;1022
2026-06-10T22:00:40.884;599628040884614900;32;35;1024
2026-06-10T22:00:40.923;599628040923076500;26;44;1021
2026-06-10T22:00:40.961;599628040961537900;33;42;1018
2026-06-10T22:00:41.000;599628040999999500;24;40;1022
2026-06-10T22:00:41.038;599628041038461000;33;46;1025
2026-06-10T22:00:41.076;599628041076922600;26;36;1024
2026-06-10T22:00:41.115;599628041115384000;33;37;1025
2026-06-10T22:00:41.153;599628041153845600;28;38;1019
2026-06-10T22:00:41.192;599628041192307200;32;41;1026
2026-06-10T22:00:41.230;599628041230768800;29;34;1016
2026-06-10T22:00:41.269;599628041269230300;33;39;1021
2026-06-10T22:00:41.307;599628041307691800;27;36;1021
2026-06-10T22:00:41.346;599628041346153300;28;34;1018
2026-06-10T22:00:41.384;599628041384614900;24;43;1015
2026-06-10T22:00:41.423;599628041423076500;29;44;1015
2026-06-10T22:00:41.461;599628041461537900;32;36;1018
2026-06-10T22:00:41.500;599628041499999500;33;45;1016
2026-06-10T22:00:41.538;599628041538461000;34;44;1010
2026-06-10T22:00:41.576;599628041576922600;28;38;1018
2026-06-10T22:00:41.615;599628041615384000;27;38;1015
2026-06-10T22:00:41.653;599628041653845600;27;42;1011
2026-06-10T22:00:41.692;599628041692307200;34;37;1014
2026-06-10T22:00:41.730;599628041730768800;24;44;1013
2026-06-10T22:00:41.769;599628041769230200;31;41;1005
2026-06-10T22:00:41.807;599628041807691800;34;39;1003
2026-06-10T22:00:41.846;599628041846153300;24;41;1001
2026-06-10T22:00:41.884;599628041884614900;27;35;1004
2026-06-10T22:00:41.923;599628041923076500;28;35;1007
2026-06-10T22:00:41.961;599628041961537900;25;39;1004
2026-06-10T22:00:42.000;599628041999999500;32;36;1001
2026-06-10T22:00:42.038;599628042038461000;28;40;1001
2026-06-10T22:00:42.076;599628042076922600;32;42;995
2026-06-10T22:00:42.115;599628042115384000;31;36;994
2026-06-10T22:00:42.153;599628042153845600;27;41;995
2026-06-10T22:00:42.192;599628042192307200;29;40;992
2026-06-10T22:00:42.230;599628042230768800;29;35;993
2026-06-10T22:00:42.269;599628042269230200;25;37;991
2026-06-10T22:00:42.307;599628042307691800;36;44;986
2026-06-10T22:00:42.346;599628042346153300;35;35;986
2026-06-10T22:00:42.384;599628042384614900;28;35;987
2026-06-10T22:00:42.423;599628042423076400;32;44;985
2026-06-10T22:00:42.461;599628042461537900;25;37;989
2026-06-10T22:00:42.500;599628042499999500;24;43;981
2026-06-10T22:00:42.538;599628042538461000;26;46;980
2026-06-10T22:00:42.576;599628042576922600;31;43;980
2026-06-10T22:00:42.615;599628042615384000;29;37;985
2026-06-10T22:00:42.653;599628042653845600;28;46;980
2026-06-10T22:00:42.692;599628042692307200;27;35;983
2026-06-10T22:00:42.730;599628042730768800;25;35;978
2026-06-10T22:00:42.769;599628042769230200;29;38;981
2026-06-10T22:00:42.807;599628042807691800;36;37;977
2026-06-10T22:00:42.846;599628042846153300;33;38;983
2026-06-10T22:00:42.884;599628042884614900;35;41;983
2026-06-10T22:00:42.923;599628042923076400;25;42;976
2026-06-10T22:00:42.961;599628042961537900;34;41;979
2026-06-10T22:00:43.000;599628042999999500;33;42;980
2026-06-10T22:00:43.038;599628043038461000;33;34;980
2026-06-10T22:00:43.076;599628043076922600;32;44;983
2026-06-10T22:00:43.115;599628043115384000;33;43;983
2026-06-10T22:00:43.153;599628043153845600;29;45;978
2026-06-10T22:00:43.192;599628043192307200;28;35;979
2026-06-10T22:00:43.230;599628043230768800;32;36;982
2026-06-10T22:00:43.269;599628043269230200;34;36;982
2026-06-10T22:00:43.307;599628043307691800;36;36;985
2026-06-10T22:00:43.346;599628043346153300;35;40;978
2026-06-10T22:00:43.384;599628043384614900;33;46;980
2026-06-10T22:00:43.423;599628043423076400;24;42;985
2026-06-10T22:00:43.461;599628043461537900;35;35;987
2026-06-10T22:00:43.500;599628043499999500;30;43;985
2026-06-10T22:00:43.538;599628043538461000;24;40;986
2026-06-10T22:00:43.576;599628043576922500;27;45;986
2026-06-10T22:00:43.615;599628043615384000;30;36;990
2026-06-10T22:00:43.653;599628043653845600;26;35;989
2026-06-10T22:00:43.692;599628043692307200;30;36;990
2026-06-10T22:00:43.730;599628043730768800;26;43;992
2026-06-10T22:00:43.769;599628043769230200;32;38;992
2026-06-10T22:00:43.807;599628043807691800;28;36;996
2026-06-10T22:00:43.846;599628043846153300;36;36;1000
2026-06-10T22:00:43.884;599628043884614900;30;45;997
2026-06-10T22:00:43.923;599628043923076400;32;35;997
2026-06-10T22:00:43.961;599628043961537900;30;38;1003
2026-06-10T22:00:44.000;599628043999999500;32;44;998
2026-06-10T22:00:44.038;599628044038461000;34;38;1006
2026-06-10T22:00:44.076;599628044076922500;33;35;1001
2026-06-10T22:00:44.115;599628044115384000;33;36;1006
2026-06-10T22:00:44.153;599628044153845600;26;38;1005
2026-06-10T22:00:44.192;599628044192307200;29;36;1006
2026-06-10T22:00:44.230;599628044230768600;34;37;1009
2026-06-10T22:00:44.269;599628044269230200;30;36;1012
2026-06-10T22:00:44.307;599628044307691800;32;44;1010
2026-06-10T22:00:44.346;599628044346153300;30;41;1010
2026-06-10T22:00:44.384;599628044384614900;36;39;1015
2026-06-10T22:00:44.423;599628044423076400;27;39;1011
2026-06-10T22:00:44.461;599628044461537900;31;44;1019
2026-06-10T22:00:44.500;599628044499999500;27;34;1012
2026-06-10T22:00:44.538;599628044538461000;31;39;1021
2026-06-10T22:00:44.576;599628044576922500;29;41;1012
2026-06-10T22:00:44.615;599628044615384000;31;42;1018
2026-06-10T22:00:44.653;599628044653845600;34;34;1019
2026-06-10T22:00:44.692;599628044692307200;26;44;1016
2026-06-10T22:00:44.730;599628044730768600;26;35;1022
2026-06-10T22:00:44.769;599628044769230200;34;42;1025
2026-06-10T22:00:44.807;599628044807691800;28;39;1020
2026-06-10T22:00:44.846;599628044846153300;35;34;1022
2026-06-10T22:00:44.884;599628044884614800;30;37;1024
2026-06-10T22:00:44.923;599628044923076400;36;41;1024
2026-06-10T22:00:44.961;599628044961537900;27;44;1020
2026-06-10T22:00:45.000;599628044999999500;30;41;1022
2026-06-10T22:00:45.038;599628045038461000;29;45;1024
2026-06-10T22:00:45.076;599628045076922500;27;45;1019
2026-06-10T22:00:45.115;599628045115384000;33;45;1020
2026-06-10T22:00:45.153;599628045153845600;25;40;1025
2026-06-10T22:00:45.192;599628045192307200;32;36;1019
2026-06-10T22:00:45.230;599628045230768600;33;42;1020
2026-06-10T22:00:45.269;599628045269230200;35;42;1019
2026-06-10T22:00:45.307;599628045307691800;26;43;1019
2026-06-10T22:00:45.346;599628045346153300;32;34;1022
2026-06-10T22:00:45.384;599628045384614800;29;42;1021
2026-06-10T22:00:45.423;599628045423076400;25;41;1013
2026-06-10T22:00:45.461;599628045461537900;29;43;1012
2026-06-10T22:00:45.500;599628045499999500;28;41;1017
2026-06-10T22:00:45.538;599628045538460900;31;41;1013
2026-06-10T22:00:45.576;599628045576922500;25;34;1014
2026-06-10T22:00:45.615;599628045615384000;36;44;1015
2026-06-10T22:00:45.653;599628045653845600;26;38;1013
2026-06-10T22:00:45.692;599628045692307200;25;41;1007
2026-06-10T22:00:45.730;599628045730768600;34;35;1010
2026-06-10T22:00:45.769;599628045769230200;35;35;1004
2026-06-10T22:00:45.807;599628045807691800;25;37;1002
2026-06-10T22:00:45.846;599628045846153300;32;37;1004
2026-06-10T22:00:45.884;599628045884614800;33;40;1002
2026-06-10T22:00:45.923;599628045923076400;25;39;1007
2026-06-10T22:00:45.961;599628045961537900;30;45;1003
2026-06-10T22:00:46.000;599628045999999500;29;42;1000
2026-06-10T22:00:46.038;599628046038460900;24;46;997
2026-06-10T22:00:46.076;599628046076922500;28;38;1001
2026-06-10T22:00:46.115;599628046115384000;29;40;992
2026-06-10T22:00:46.153;599628046153845600;26;35;997
2026-06-10T22:00:46.192;599628046192307200;34;46;995
2026-06-10T22:00:46.230;599628046230768600;34;39;997
2026-06-10T22:00:46.269;599628046269230200;25;36;987
2026-06-10T22:00:46.307;599628046307691800;29;40;992
2026-06-10T22:00:46.346;599628046346153300;34;45;991
2026-06-10T22:00:46.384;599628046384614800;25;40;986
2026-06-10T22:00:46.423;599628046423076400;28;35;991
2026-06-10T22:00:46.461;599628046461537900;32;40;983
2026-06-10T22:00:46.500;599628046499999500;28;39;980
2026-06-10T22:00:46.538;599628046538460900;25;42;980
2026-06-10T22:00:46.576;599628046576922500;31;40;982
2026-06-10T22:00:46.615;599628046615384000;25;44;982
2026-06-10T22:00:46.653;599628046653845600;28;41;982
2026-06-10T22:00:46.692;599628046692307100;33;37;984
2026-06-10T22:00:46.730;599628046730768600;35;42;980
2026-06-10T22:00:46.769;599628046769230200;32;34;977
2026-06-10T22:00:46.807;599628046807691800;26;45;983
2026-06-10T22:00:46.846;599628046846153300;32;38;977
2026-06-10T22:00:46.884;599628046884614800;27;40;979
2026-06-10T22:00:46.923;599628046923076400;26;45;980
2026-06-10T22:00:46.961;599628046961537900;29;36;981
2026-06-10T22:00:47.000;599628046999999500;24;41;976
2026-06-10T22:00:47.038;599628047038460900;29;44;979
2026-06-10T22:00:47.076;599628047076922500;32;35;982
2026-06-10T22:00:47.115;599628047115384000;26;36;978
2026-06-10T22:00:47.153;599628047153845600;34;36;981
2026-06-10T22:00:47.192;599628047192307100;34;46;983
2026-06-10T22:00:47.230;599628047230768600;31;39;975
2026-06-10T22:00:47.269;599628047269230200;28;42;978
2026-06-10T22:00:47.307;599628047307691800;24;40;984
2026-06-10T22:00:47.346;599628047346153200;26;34;982
2026-06-10T22:00:47.384;599628047384614800;33;41;984
2026-06-10T22:00:47.423;599628047423076400;25;43;981
2026-06-10T22:00:47.461;599628047461537900;34;45;980
2026-06-10T22:00:47.500;599628047499999500;26;38;984
2026-06-10T22:00:47.538;599628047538460900;35;42;989
2026-06-10T22:00:47.576;599628047576922500;32;36;983
2026-06-10T22:00:47.615;599628047615384000;26;38;983
2026-06-10T22:00:47.653;599628047653845600;30;37;991
2026-06-10T22:00:47.692;599628047692307100;36;42;986
2026-06-10T22:00:47.730;599628047730768600;29;44;994
2026-06-10T22:00:47.769;599628047769230200;29;36;990
2026-06-10T22:00:47.807;599628047807691800;34;43;992
2026-06-10T22:00:47.846;599628047846153200;33;40;990
2026-06-10T22:00:47.884;599628047884614800;30;34;994
2026-06-10T22:00:47.923;599628047923076400;35;37;996
2026-06-10T22:00:47.961;599628047961537900;24;39;999
2026-06-10T22:00:48.000;599628047999999500;27;34;999
2026-06-10T22:00:48.038;599628048038460900;29;41;998
2026-06-10T22:00:48.076;599628048076922500;31;37;999
2026-06-10T22:00:48.115;599628048115384000;27;41;1007
2026-06-10T22:00:48.153;599628048153845600;31;42;1008
2026-06-10T22:00:48.192;599628048192307100;31;40;1006
2026-06-10T22:00:48.230;599628048230768600;29;37;1003
2026-06-10T22:00:48.269;599628048269230200;27;36;1005
2026-06-10T22:00:48.307;599628048307691800;26;37;1014
2026-06-10T22:00:48.346;599628048346153200;35;41;1012
2026-06-10T22:00:48.384;599628048384614800;35;41;1008
2026-06-10T22:00:48.423;599628048423076400;25;44;1014
2026-06-10T22:00:48.461;599628048461537900;30;40;1014
2026-06-10T22:00:48.500;599628048499999400;26;43;1011
2026-06-10T22:00:48.538;599628048538460900;34;42;1013
2026-06-10T22:00:48.576;599628048576922500;25;34;1014
2026-06-10T22:00:48.615;599628048615384000;26;44;1022
2026-06-10T22:00:48.653;599628048653845600;31;46;1023
2026-06-10T22:00:48.692;599628048692307100;35;39;1020
2026-06-10T22:00:48.730;599628048730768600;32;44;1025
2026-06-10T22:00:48.769;599628048769230200;27;38;1016
2026-06-10T22:00:48.807;599628048807691800;28;40;1020
2026-06-10T22:00:48.846;599628048846153200;25;38;1017
2026-06-10T22:00:48.884;599628048884614800;34;36;1025
2026-06-10T22:00:48.923;599628048923076400;27;45;1025
2026-06-10T22:00:48.961;599628048961537900;28;42;1019
2026-06-10T22:00:49.000;599628048999999400;34;38;1024
2026-06-10T22:00:49.038;599628049038460900;36;36;1027
2026-06-10T22:00:49.076;599628049076922500;34;42;1023
2026-06-10T22:00:49.115;599628049115384000;30;34;1019
2026-06-10T22:00:49.153;599628049153845500;27;38;1022
2026-06-10T22:00:49.192;599628049192307100;27;38;1019
2026-06-10T22:00:49.230;599628049230768600;34;35;1018
2026-06-10T22:00:49.269;599628049269230200;28;41;1024
2026-06-10T22:00:49.307;599628049307691800;27;36;1020
2026-06-10T22:00:49.346;599628049346153200;28;45;1020
2026-06-10T22:00:49.384;599628049384614800;24;38;1023
2026-06-10T22:00:49.423;599628049423076400;24;40;1017
2026-06-10T22:00:49.461;599628049461537900;35;41;1019
2026-06-10T22:00:49.500;599628049499999400;30;42;1016
2026-06-10T22:00:49.538;599628049538460900;32;40;1013
2026-06-10T22:00:49.576;599628049576922500;25;42;1018
2026-06-10T22:00:49.615;599628049615384000;31;38;1012
2026-06-10T22:00:49.653;599628049653845500;31;40;1015
2026-06-10T22:00:49.692;599628049692307100;27;42;1008
2026-06-10T22:00:49.730;599628049730768600;31;45;1006
2026-06-10T22:00:49.769;599628049769230200;33;40;1012
2026-06-10T22:00:49.807;599628049807691600;29;43;1008
2026-06-10T22:00:49.846;599628049846153200;30;37;1009
2026-06-10T22:00:49.884;599628049884614800;34;44;1002
2026-06-10T22:00:49.923;599628049923076400;36;37;1006
2026-06-10T22:00:49.961;599628049961537900;28;39;1002
2026-06-10T22:00:50.000;599628049999999400;35;41;1000
2026-06-10T22:00:50.038;599628050038460900;30;37;995
2026-06-10T22:00:50.076;599628050076922500;33;39;1000
2026-06-10T22:00:50.115;599628050115384000;35;45;996
2026-06-10T22:00:50.153;599628050153845500;26;41;995
2026-06-10T22:00:50.192;599628050192307100;33;38;995
2026-06-10T22:00:50.230;599628050230768600;32;35;988
2026-06-10T22:00:50.269;599628050269230200;25;40;993
2026-06-10T22:00:50.307;599628050307691600;25;35;989
2026-06-10T22:00:50.346;599628050346153200;26;35;987
2026-06-10T22:00:50.384;599628050384614800;28;42;987
2026-06-10T22:00:50.423;599628050423076400;31;45;989
2026-06-10T22:00:50.461;599628050461537800;26;36;989
2026-06-10T22:00:50.500;599628050499999400;27;36;986
2026-06-10T22:00:50.538;599628050538460900;27;46;982
2026-06-10T22:00:50.576;599628050576922500;33;40;978
2026-06-10T22:00:50.615;599628050615384000;32;41;982
2026-06-10T22:00:50.653;599628050653845500;34;35;978
2026-06-10T22:00:50.692;599628050692307100;26;34;979
2026-06-10T22:00:50.730;599628050730768600;35;35;983
2026-06-10T22:00:50.769;599628050769230200;30;36;978
2026-06-10T22:00:50.807;599628050807691600;25;40;975
2026-06-10T22:00:50.846;599628050846153200;28;45;976
2026-06-10T22:00:50.884;599628050884614800;25;40;977
2026-06-10T22:00:50.923;599628050923076400;25;40;979
2026-06-10T22:00:50.961;599628050961537800;26;35;974
2026-06-10T22:00:51.000;599628050999999400;29;39;979
2026-06-10T22:00:51.038;599628051038460900;27;39;982
2026-06-10T22:00:51.076;599628051076922500;34;35;974
2026-06-10T22:00:51.115;599628051115384000;31;36;981
2026-06-10T22:00:51.153;599628051153845500;28;36;982
2026-06-10T22:00:51.192;599628051192307100;26;42;975
2026-06-10T22:00:51.230;599628051230768600;32;38;982
2026-06-10T22:00:51.269;599628051269230200;28;39;979
2026-06-10T22:00:51.307;599628051307691600;25;38;984
2026-06-10T22:00:51.346;599628051346153200;30;40;982
2026-06-10T22:00:51.384;599628051384614800;34;43;978
2026-06-10T22:00:51.423;599628051423076400;36;36;988
2026-06-10T22:00:51.461;599628051461537800;35;45;981
2026-06-10T22:00:51.500;599628051499999400;28;44;981
2026-06-10T22:00:51.538;599628051538460900;33;40;988
2026-06-10T22:00:51.576;599628051576922500;29;43;986
2026-06-10T22:00:51.615;599628051615383900;34;37;987
2026-06-10T22:00:51.653;599628051653845500;31;34;990
2026-06-10T22:00:51.692;599628051692307100;30;44;994
2026-06-10T22:00:51.730;599628051730768600;33;42;991
2026-06-10T22:00:51.769;599628051769230200;35;36;989
2026-06-10T22:00:51.807;599628051807691600;24;42;996
2026-06-10T22:00:51.846;599628051846153200;35;45;993
2026-06-10T22:00:51.884;599628051884614800;26;36;992
2026-06-10T22:00:51.923;599628051923076400;28;43;993
2026-06-10T22:00:51.961;599628051961537800;32;36;998
2026-06-10T22:00:52.000;599628051999999400;36;38;1002
2026-06-10T22:00:52.038;599628052038460900;34;43;997
2026-06-10T22:00:52.076;599628052076922500;33;41;1005
2026-06-10T22:00:52.115;599628052115383900;33;35;1006
2026-06-10T22:00:52.153;599628052153845500;31;37;1003
2026-06-10T22:00:52.192;599628052192307100;35;41;1010
2026-06-10T22:00:52.230;599628052230768600;32;38;1010
2026-06-10T22:00:52.269;599628052269230100;27;34;1012
2026-06-10T22:00:52.307;599628052307691600;34;42;1009
2026-06-10T22:00:52.346;599628052346153200;25;39;1013
2026-06-10T22:00:52.384;599628052384614800;35;35;1013
2026-06-10T22:00:52.423;599628052423076400;27;42;1016
2026-06-10T22:00:52.461;599628052461537800;35;41;1016
2026-06-10T22:00:52.500;599628052499999400;25;37;1017
2026-06-10T22:00:52.538;599628052538460900;34;38;1016
2026-06-10T22:00:52.576;599628052576922500;27;37;1014
2026-06-10T22:00:52.615;599628052615383900;25;42;1014
2026-06-10T22:00:52.653;599628052653845500;25;34;1016
2026-06-10T22:00:52.692;599628052692307100;29;42;1017
2026-06-10T22:00:52.730;599628052730768600;28;38;1015
2026-06-10T22:00:52.769;599628052769230100;27;44;1025
2026-06-10T22:00:52.807;599628052807691600;34;40;1019
2026-06-10T22:00:52.846;599628052846153200;30;39;1026
2026-06-10T22:00:52.884;599628052884614800;36;36;1017
2026-06-10T22:00:52.923;599628052923076400;34;40;1025
2026-06-10T22:00:52.961;599628052961537800;31;45;1023
2026-06-10T22:00:53.000;599628052999999400;27;46;1025
2026-06-10T22:00:53.038;599628053038460900;28;39;1023
2026-06-10T22:00:53.076;599628053076922500;27;39;1017
2026-06-10T22:00:53.115;599628053115383900;30;45;1017
2026-06-10T22:00:53.153;599628053153845500;27;34;1022
2026-06-10T22:00:53.192;599628053192307100;25;36;1020
2026-06-10T22:00:53.230;599628053230768600;29;36;1024
2026-06-10T22:00:53.269;599628053269230100;30;39;1018
2026-06-10T22:00:53.307;599628053307691600;25;37;1022
2026-06-10T22:00:53.346;599628053346153200;30;39;1024
2026-06-10T22:00:53.384;599628053384614800;32;38;1014
2026-06-10T22:00:53.423;599628053423076200;29;41;1017
2026-06-10T22:00:53.461;599628053461537800;28;39;1012
2026-06-10T22:00:53.500;599628053499999400;31;44;1019
2026-06-10T22:00:53.538;599628053538460900;27;40;1019
2026-06-10T22:00:53.576;599628053576922500;27;43;1010
2026-06-10T22:00:53.615;599628053615383900;33;36;1009
2026-06-10T22:00:53.653;599628053653845500;36;39;1012
2026-06-10T22:00:53.692;599628053692307100;31;42;1005
2026-06-10T22:00:53.730;599628053730768600;34;43;1012
2026-06-10T22:00:53.769;599628053769230100;35;38;1006
2026-06-10T22:00:53.807;599628053807691600;32;34;1004
2026-06-10T22:00:53.846;599628053846153200;32;36;1009
2026-06-10T22:00:53.884;599628053884614800;33;44;1001
2026-06-10T22:00:53.923;599628053923076200;24;46;999
2026-06-10T22:00:53.961;599628053961537800;33;43;997
2026-06-10T22:00:54.000;599628053999999400;28;36;999
2026-06-10T22:00:54.038;599628054038460900;33;35;995
2026-06-10T22:00:54.076;599628054076922400;33;44;999
2026-06-10T22:00:54.115;599628054115383900;30;36;996
2026-06-10T22:00:54.153;599628054153845500;34;40;994
2026-06-10T22:00:54.192;599628054192307100;34;36;998
2026-06-10T22:00:54.230;599628054230768600;26;40;997
2026-06-10T22:00:54.269;599628054269230100;35;44;990
2026-06-10T22:00:54.307;599628054307691600;31;35;988
2026-06-10T22:00:54.346;599628054346153200;34;37;989
2026-06-10T22:00:54.384;599628054384614800;31;40;987
2026-06-10T22:00:54.423;599628054423076200;33;35;989
2026-06-10T22:00:54.461;599628054461537800;29;42;990
2026-06-10T22:00:54.500;599628054499999400;33;37;980
2026-06-10T22:00:54.538;599628054538460900;25;42;983
2026-06-10T22:00:54.576;599628054576922400;29;38;983
2026-06-10T22:00:54.615;599628054615383900;26;43;982
2026-06-10T22:00:54.653;599628054653845500;25;40;981
2026-06-10T22:00:54.692;599628054692307100;33;38;976
2026-06-10T22:00:54.730;599628054730768500;26;34;984
2026-06-10T22:00:54.769;599628054769230100;32;40;983
2026-06-10T22:00:54.807;599628054807691600;35;40;981
2026-06-10T22:00:54.846;599628054846153200;27;35;977
2026-06-10T22:00:54.884;599628054884614800;25;39;974
2026-06-10T22:00:54.923;599628054923076200;26;44;981
2026-06-10T22:00:54.961;599628054961537800;25;37;978
2026-06-10T22:00:55.000;599628054999999400;29;39;982
2026-06-10T22:00:55.038;599628055038460900;30;37;974
2026-06-10T22:00:55.076;599628055076922400;35;38;980
2026-06-10T22:00:55.115;599628055115383900;33;44;979
2026-06-10T22:00:55.153;599628055153845500;31;40;975
2026-06-10T22:00:55.192;599628055192307100;32;35;977
2026-06-10T22:00:55.230;599628055230768500;29;44;981
2026-06-10T22:00:55.269;599628055269230100;31;34;983
2026-06-10T22:00:55.307;599628055307691600;32;40;981
2026-06-10T22:00:55.346;599628055346153200;25;45;980
2026-06-10T22:00:55.384;599628055384614700;26;39;982
2026-06-10T22:00:55.423;599628055423076200;30;41;978
2026-06-10T22:00:55.461;599628055461537800;25;39;988
2026-06-10T22:00:55.500;599628055499999400;29;38;988
2026-06-10T22:00:55.538;599628055538460900;24;42;989
2026-06-10T22:00:55.576;599628055576922400;36;37;987
2026-06-10T22:00:55.615;599628055615383900;31;42;992
2026-06-10T22:00:55.653;599628055653845500;28;40;993
2026-06-10T22:00:55.692;599628055692307100;28;44;985
2026-06-10T22:00:55.730;599628055730768500;28;42;992
2026-06-10T22:00:55.769;599628055769230100;36;39;993
2026-06-10T22:00:55.807;599628055807691600;25;36;990
2026-06-10T22:00:55.846;599628055846153200;34;45;995
2026-06-10T22:00:55.884;599628055884614700;27;45;999
2026-06-10T22:00:55.923;599628055923076200;35;39;1002
2026-06-10T22:00:55.961;599628055961537800;25;45;998
2026-06-10T22:00:56.000;599628055999999400;29;37;1004
2026-06-10T22:00:56.038;599628056038460900;29;41;997
2026-06-10T22:00:56.076;599628056076922400;32;46;1006
2026-06-10T22:00:56.115;599628056115383900;28;43;1005
2026-06-10T22:00:56.153;599628056153845500;27;37;1004
2026-06-10T22:00:56.192;599628056192307100;33;35;1002
2026-06-10T22:00:56.230;599628056230768500;26;35;1010
2026-06-10T22:00:56.269;599628056269230100;35;41;1006
2026-06-10T22:00:56.307;599628056307691600;31;41;1012
2026-06-10T22:00:56.346;599628056346153200;30;39;1015
